company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees_x,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,num_employees_y,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
AMETEK,632,688,694,"['Industries', 'Electronics', 'Metal Fabrication Products', 'Engineering Products', 'Metal Products Manufacturing']",292,285,297,20000,1930,,"AMETEK, Inc.",5115492000.0,5949346000.0,6871884000.0,7476512000.0,7386784000.0,8230787000.0,9101032000.0,9635440000.0,4729067000.0,4408137000.0,5026303000.0,4954608000.0,5158557000.0,4540029000.0,5546514000.0,6150530000.0,-1150925000.0,61630000.0,-2055842000.0,-552760000.0,3.7800000000000002,3.8,4.29,,9844559000.0,10357483000.0,11898187000.0,12431120000.0,861297000.0,872439000.0,990053000.0,1159542000.0,USD,19600,,,,,,
OTIS WORLDWIDE CORPORATION,572,511,,"['Industries', 'Heavy Machinery', 'Industry Machinery', 'Building Products and Equipment']",262,,,69000,1853,,Otis Worldwide Corporation,2326000000.0,-3201000000.0,-2984000000.0,-4664000000.0,1700000000.0,1430000000.0,3624000000.0,1228000000.0,7361000000.0,13911000000.0,15263000000.0,14483000000.0,13118000000.0,12756000000.0,14298000000.0,13685000000.0,-203000000.0,-353000000.0,-89000000.0,-33000000.0,2.576702,2.09,2.91,,9687000000.0,10710000000.0,12279000000.0,9819000000.0,1116000000.0,906000000.0,1246000000.0,1253000000.0,USD,69000,,,,,,
AMERIPRISE FINANCIAL,581,703,759,"['Financial Services', 'Insurance', 'Investments', 'Asset Management']",265,338,321,13500,1894,,"Ameriprise Financial, Inc.",5729000000.0,5867000000.0,5685000000.0,3613000000.0,10397000000.0,10567000000.0,10641000000.0,8767000000.0,146099000000.0,160016000000.0,170294000000.0,154855000000.0,12754000000.0,11899000000.0,13489000000.0,14271000000.0,-3234000000.0,-2894000000.0,-4380000000.0,-13583000000.0,14.12,12.39,23.53,,151828000000.0,165883000000.0,175979000000.0,158468000000.0,1893000000.0,1534000000.0,2760000000.0,2559000000.0,USD,13500,,,,,,
MPLX LP,661,745,572,"['Energy', 'Oil and Gas', 'Oil and Gas Pipeline Transport', 'Natural Gas Generation', 'Gas Utilities']",304,346,245,5811,2012,2012,MPLX LP,16613000000.0,13017000000.0,12052000000.0,12546000000.0,16613000000.0,13017000000.0,12052000000.0,12546000000.0,23817000000.0,23397000000.0,23455000000.0,23119000000.0,8625000000.0,8246000000.0,9575000000.0,10541000000.0,-3063000000.0,-1262000000.0,-518000000.0,-956000000.0,1.0,-0.8,2.86,,40430000000.0,36414000000.0,35507000000.0,35665000000.0,1033000000.0,-720000000.0,3077000000.0,3944000000.0,USD,,,,,,,
KROGER,586,611,675,"['Consumer Defensive', 'Retail', 'Food and Beverage', 'Food Products', 'Consumer Services']",269,318,288,465000,1883,,The Kroger Co.,,8573000000.0,9550000000.0,9429000000.0,,20709000000.0,22052000000.0,22238000000.0,,36591000000.0,39087000000.0,39657000000.0,,122286000000.0,132498000000.0,137888000000.0,,-2611000000.0,-2814000000.0,-2611000000.0,,2.05,3.31,2.2,,45164000000.0,48637000000.0,49086000000.0,,1659000000.0,2585000000.0,1655000000.0,USD,430000,True,,['kroger'],['Kroger'],4,3
ELECTRONIC ARTS,550,487,492,"['Communication Services', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Gaming', 'Electronics', 'Entertainment']",252,183,214,12900,1982,,Electronic Arts Inc.,,7461000000.0,7840000000.0,7625000000.0,,7858000000.0,9716000000.0,9503000000.0,,3651000000.0,5448000000.0,6175000000.0,,5537000000.0,5629000000.0,6991000000.0,,-1357000000.0,-505000000.0,-2804000000.0,,10.37,2.9,2.7800000000000002,,11112000000.0,13288000000.0,13800000000.0,,3039000000.0,837000000.0,789000000.0,USD,12900,True,,['electronic-arts'],['Electronic Arts'],6,3
WALGREENS BOOTS ALLIANCE,418,462,254,"['Healthcare', 'Pharmacy', 'Healthcare Service', 'Retail', 'HealthCare Products']",188,231,134,325000,2014,,"Walgreens Boots Alliance, Inc.",24152000000.0,21136000000.0,23822000000.0,30408000000.0,35250000000.0,33339000000.0,31497000000.0,39981000000.0,43446000000.0,66038000000.0,57463000000.0,59716000000.0,136866000000.0,139537000000.0,132509000000.0,132703000000.0,-2307000000.0,-1297000000.0,4072000000.0,-1064000000.0,4.32,0.52,2.94,5.02,67598000000.0,87174000000.0,81285000000.0,90124000000.0,3982000000.0,456000000.0,2542000000.0,4337000000.0,USD,200000,False,,['walgreens'],['Walgreens'],1,3
TRANSDIGM GROUP,571,642,509,"['Industries', 'Aircraft Parts', 'Aerospace Products', 'Electronics', 'Lighting Products']",261,240,221,14400,1993,2006,TransDigm Group Incorporated,-2894905000.0,-3972000000.0,-2916000000.0,-3773000000.0,-2894905000.0,-3972000000.0,-2916000000.0,-3773000000.0,19139814000.0,22363000000.0,22225000000.0,21873000000.0,5223203000.0,5103000000.0,4798000000.0,5429000000.0,-3888980000.0,799000000.0,-785000000.0,-553000000.0,13.84,8.96,10.41,13.4,16254731000.0,18395000000.0,19315000000.0,18107000000.0,889770000.0,699000000.0,680000000.0,866000000.0,USD,14400,,,,,,
IDEXX LABORATORIES,415,315,710,"['Healthcare', 'HealthCare Products', 'Pharmaceutical', 'Animal Health Medicine', 'Animal Healthcare Companies']",187,177,301,10780,1983,1991,"IDEXX Laboratories, Inc.",177825000.0,632795000.0,689992000.0,608737000.0,876383000.0,1490580000.0,1465197000.0,1303124000.0,1654650000.0,1661766000.0,1747211000.0,2138028000.0,2406908000.0,2706655000.0,3215360000.0,3367324000.0,-205528000.0,-109376000.0,-292967000.0,-195350000.0,4.97,6.82,8.74,8.12,1832475000.0,2294561000.0,2437203000.0,2746765000.0,427720000.0,581776000.0,744845000.0,679089000.0,USD,10780,,,,,,
CUMMINS,619,627,566,"['Industries', 'Engineering Products', 'Electrical Products', 'Engines Manufacturing', 'Machinery Manufacturing']",284,241,243,73600,1919,,Cummins Inc.,8465000000.0,8989000000.0,9401000000.0,10225000000.0,9083000000.0,11672000000.0,12053000000.0,13473000000.0,11272000000.0,13635000000.0,14309000000.0,20074000000.0,23571000000.0,19811000000.0,24021000000.0,28074000000.0,-1150000000.0,-719000000.0,-873000000.0,-4172000000.0,14.54,12.07,14.74,,19737000000.0,22624000000.0,23710000000.0,30299000000.0,2260000000.0,1789000000.0,2131000000.0,2151000000.0,USD,73600,,,,,,
PACIFIC GAS & ELECTRIC CORPORATION,757,1051,2373,"['Utilities', 'Energy', 'Gas Utilities', 'Electric Utilities', 'Power Generation']",337,310,797,26000,1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['pacific-gas-and-electric-company-pg-and-e'],['Pacific Gas and Electric Company (PG&E)'],0,2
CONSOLIDATED EDISON,695,818,506,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Energy', 'Power Generation']",316,317,219,14319,1823,,"Consolidated Edison, Inc.",18213000000.0,19065000000.0,20336000000.0,20889000000.0,36549000000.0,39229000000.0,42641000000.0,40834000000.0,39866000000.0,43830000000.0,42780000000.0,48176000000.0,12574000000.0,12246000000.0,13676000000.0,15670000000.0,-3782000000.0,-4224000000.0,-3484000000.0,-4565000000.0,4.09,3.29,3.86,,58079000000.0,62895000000.0,63116000000.0,69065000000.0,1343000000.0,1101000000.0,1346000000.0,1660000000.0,USD,14319,,,,,,
DUPONT DE NEMOURS,467,524,302,"['Basic Materials', 'Chemicals', 'Plastics / Plastic Products', 'Agriculture Products', 'Adhesives']",221,149,155,23000,1897,2017,"DuPont de Nemours, Inc.",41556000000.0,39070000000.0,27050000000.0,26947000000.0,54604000000.0,60310000000.0,37065000000.0,34273000000.0,27840000000.0,31834000000.0,18657000000.0,14453000000.0,21512000000.0,20397000000.0,12566000000.0,13017000000.0,-2313000000.0,-202000000.0,-2401000000.0,8923000000.0,0.67,-4.01,11.92,11.77,69396000000.0,70904000000.0,45707000000.0,41400000000.0,498000000.0,-2951000000.0,1177000000.0,5798000000.0,USD,23000,,,,,,
HILTON WORLDWIDE HOLDINGS,475,602,491,"['Consumer Cyclical', 'Hotels', 'Resorts', 'Consumer Services']",225,261,213,159000,1919,2016,Hilton Worldwide Holdings Inc.,-472000000.0,-1486000000.0,-819000000.0,-1098000000.0,7266000000.0,8745000000.0,7737000000.0,7481000000.0,15429000000.0,18241000000.0,16260000000.0,16610000000.0,9452000000.0,4307000000.0,5788000000.0,8773000000.0,-123000000.0,-107000000.0,-57000000.0,-123000000.0,3.07,-2.58,1.47,4.5600000000000005,14957000000.0,16755000000.0,15441000000.0,15512000000.0,881000000.0,-715000000.0,410000000.0,1255000000.0,USD,159000,,,,,,
AMERISOURCEBERGEN CORPORATION,749,859,910,"['Healthcare', 'Retail', 'Pharmacy', 'Marketing Services', 'Pharmaceutical']",332,368,362,44000,1985,,AmerisourceBergen Corporation,2993206000.0,-839636000.0,584411000.0,71273000.0,7027086000.0,2778625000.0,6607065000.0,4342576000.0,36178774000.0,44787499000.0,56753394000.0,56489343000.0,179589121000.0,189893926000.0,213988843000.0,238587006000.0,-375832000.0,-379871000.0,-6141577000.0,-368437000.0,4.07,-16.65,7.48,8.15,39171980000.0,43947863000.0,57337805000.0,56560616000.0,855365000.0,-3408716000.0,1539932000.0,1698820000.0,USD,39000,False,,['amerisourcebergen-corporation'],['AmerisourceBergen Corporation'],0,3
CAPITAL ONE FINANCIAL CORPORATION,272,223,297,"['Financial Services', 'Banking Services', 'Insurance', 'Credit Cards']",138,164,154,55943,1994,1994,Capital One Financial Corporation,58011000000.0,60204000000.0,61029000000.0,52582000000.0,113394000000.0,100075000000.0,103295000000.0,100414000000.0,332354000000.0,361398000000.0,371352000000.0,402667000000.0,28593000000.0,28523000000.0,30435000000.0,34250000000.0,-22998000000.0,-14841000000.0,-31501000000.0,-29738000000.0,11.1,5.19,27.04,,390365000000.0,421602000000.0,432381000000.0,455249000000.0,5546000000.0,2714000000.0,12390000000.0,7360000000.0,USD,56100,False,,"['capital-one-financial-corporation', 'capital-one-growth-ventures']","['Capital One Financial Corporation', 'Capital One Growth Ventures']",7,3
PACCAR,644,756,567,"['Industries', 'Commercial Vehicles', 'Automobile', 'Automobile Parts', 'Capital Goods']",296,270,244,31000,1905,,PACCAR Inc,9706100000.0,10415100000.0,11437400000.0,13167100000.0,9706100000.0,10415100000.0,11437400000.0,13167100000.0,18655000000.0,17870000000.0,17864300000.0,20108400000.0,25599700000.0,18728500000.0,23522300000.0,28819700000.0,-2207400000.0,-1875800000.0,-1362700000.0,-2033000000.0,4.586667,2.5,3.58,5.76,28361100000.0,28285100000.0,29301700000.0,33275500000.0,2387900000.0,1298400000.0,1852100000.0,3011600000.0,USD,31100,,,,,,
HALLIBURTON COMPANY,897,1198,733,"['Energy', 'Oil Field Services', 'Oil and Gas']",383,417,310,42172,1919,,Halliburton Company,8025000000.0,4983000000.0,6728000000.0,7977000000.0,18328000000.0,14106000000.0,15840000000.0,15876000000.0,17352000000.0,15697000000.0,15593000000.0,15278000000.0,22408000000.0,14445000000.0,15295000000.0,20297000000.0,-1445000000.0,-486000000.0,-534000000.0,-967000000.0,-1.29,-3.34,1.63,,25377000000.0,20680000000.0,22321000000.0,23255000000.0,-1131000000.0,-2945000000.0,1457000000.0,1572000000.0,USD,45000,,,,,,
LAS VEGAS SANDS CORP,722,622,246,"['Consumer Cyclical', 'Hotels', 'Consumer Services']",321,161,132,35700,1988,2004,Las Vegas Sands Corp.,6507000000.0,3538000000.0,2248000000.0,3656000000.0,17609000000.0,16904000000.0,16717000000.0,17828000000.0,16692000000.0,17269000000.0,17811000000.0,18383000000.0,13739000000.0,3612000000.0,4234000000.0,4110000000.0,-103000000.0,-1329000000.0,-895000000.0,4162000000.0,3.5,-2.21,-1.26,2.4,23199000000.0,20807000000.0,20059000000.0,22039000000.0,2698000000.0,-1685000000.0,-961000000.0,1832000000.0,USD,35500,,,,,,
DOW Inc,454,430,370,"['Basic Materials', 'Chemicals', 'Paints and Coatings', 'Plastics / Plastic Products']",214,189,176,37800,2019,,Dow Inc.,14094000000.0,13005000000.0,18739000000.0,21247000000.0,29516000000.0,28926000000.0,32445000000.0,35416000000.0,46430000000.0,48465000000.0,44251000000.0,39356000000.0,42951000000.0,38542000000.0,54968000000.0,56902000000.0,-2192000000.0,-841000000.0,-2914000000.0,-2970000000.0,-1.8399999999999999,1.6400000000000001,8.44,,60524000000.0,61470000000.0,62990000000.0,60603000000.0,-1359000000.0,1225000000.0,6311000000.0,4582000000.0,USD,37800,,,,,,
THE BANK OF NEW YORK MELLON CORPORATION,367,418,310,"['Financial Services', 'Banking Services', 'Wealth Management', 'Asset Management']",168,213,159,51700,2007,,The Bank of New York Mellon Corporation,41728000000.0,46120000000.0,43391000000.0,40850000000.0,69583000000.0,72135000000.0,69714000000.0,71589000000.0,339780000000.0,423513000000.0,401047000000.0,364933000000.0,16088000000.0,15472000000.0,15633000000.0,16034000000.0,-10548000000.0,-78455000000.0,19672000000.0,19874000000.0,4.53,3.84,4.17,2.91,381508000000.0,469633000000.0,444438000000.0,405783000000.0,4441000000.0,3617000000.0,3759000000.0,2573000000.0,USD,51600,,,,,,
ALLSTATE CORPORATION,573,508,423,"['Financial Services', 'Insurance', 'Financial Services']",263,243,193,54500,1931,,The Allstate Corporation,25998000000.0,30217000000.0,25127000000.0,17350000000.0,32629000000.0,38042000000.0,33155000000.0,25439000000.0,93952000000.0,95770000000.0,74313000000.0,80607000000.0,44675000000.0,44791000000.0,50588000000.0,51412000000.0,-2807000000.0,-3441000000.0,510000000.0,-1728000000.0,14.25,17.53,5.04,-5.22,119950000000.0,125987000000.0,99440000000.0,97957000000.0,4847000000.0,5576000000.0,1599000000.0,-1311000000.0,USD,54000,,,,,,
E. I. DU PONT DE NEMOURS AND COMPANY,2829,3706,,"['Basic Materials', 'Agriculture Related', 'Chemicals']",967,,,23000,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRIPE,427,427,427,"['Digital Payment Solution Services', 'Technology', 'Software and IT']",194,195,195,7802,2010,,Prosper Funds SICAV - Prosper Stars & Stripes Fund P USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUM! BRANDS,513,522,497,"['Consumer Cyclical', 'Restaurants', 'Retail', 'Consumer Services', 'Entertainment']",242,247,216,36000,1997,,"Yum! Brands, Inc.",-8016000000.0,-7891000000.0,-8373000000.0,-8876000000.0,2115000000.0,2381000000.0,2805000000.0,2577000000.0,13247000000.0,13743000000.0,14339000000.0,14722000000.0,5597000000.0,5652000000.0,6584000000.0,6842000000.0,-88000000.0,-335000000.0,-173000000.0,-202000000.0,4.23,2.99,5.3,,5231000000.0,5852000000.0,5966000000.0,5846000000.0,1294000000.0,904000000.0,1575000000.0,1325000000.0,USD,36000,,,,,,
SPACEX,427,427,427,"['Satellites', 'Rockets', 'Technology']",193,194,194,9500,2002,,SpaceXCoin USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHENIERE ENERGY,755,992,993,"['Energy', 'Oil and Gas', 'Natural Gas Generation']",336,464,392,1550,1996,,"Cheniere Energy, Inc.",2435000000.0,2218000000.0,-33000000.0,-171000000.0,30760000000.0,30280000000.0,26878000000.0,21086000000.0,33057000000.0,33479000000.0,39291000000.0,41437000000.0,9730000000.0,9358000000.0,15864000000.0,33428000000.0,-3163000000.0,-1947000000.0,-912000000.0,-1844000000.0,2.5300000000000002,-0.34,-9.25,,35492000000.0,35697000000.0,39258000000.0,41266000000.0,648000000.0,-85000000.0,-2343000000.0,1428000000.0,USD,1551,,,,,,
SIMON PROPERTY GROUP,356,445,211,"['Real Estate', 'Property Investments', 'Commercial Properties', 'Consumer Services', 'Investments']",164,283,114,3300,1993,,"Simon Property Group, Inc.",3130311000.0,3658238000.0,4400725000.0,3823891000.0,26689628000.0,29762833000.0,28682474000.0,28098810000.0,28101319000.0,31128608000.0,29376654000.0,29187383000.0,5755189000.0,4607503000.0,5116789000.0,5291447000.0,-1076707000.0,-3978398000.0,-552764000.0,-626564000.0,6.8100000000000005,3.59,6.84,,31231630000.0,34786846000.0,33777379000.0,33011274000.0,2101584000.0,1112564000.0,2249631000.0,2139535000.0,USD,2500,True,,"['simon', 'simon-property-group']","['Simon', 'Simon Property Group']",1,1
XCEL ENERGY,551,553,460,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Power Generation', 'Electricity Generation']",253,223,204,11982,1999,,Xcel Energy Inc.,13239000000.0,14575000000.0,15612000000.0,16675000000.0,30646000000.0,34220000000.0,37391000000.0,39488000000.0,37209000000.0,39382000000.0,42239000000.0,44513000000.0,11529000000.0,11526000000.0,13431000000.0,15310000000.0,-4343000000.0,-4740000000.0,-4287000000.0,-4653000000.0,2.64,2.79,2.96,,50448000000.0,53957000000.0,57851000000.0,61188000000.0,1372000000.0,1473000000.0,1597000000.0,1736000000.0,USD,11982,,,,,,
CHIPOTLE MEXICAN GRILL,441,356,655,"['Consumer Cyclical', 'Restaurants', 'Food Service', 'Retail', 'Consumer Services']",203,206,278,104958,1993,2006,"Chipotle Mexican Grill, Inc.",1683026000.0,2020135000.0,2297374000.0,2368023000.0,1683026000.0,2020135000.0,2297374000.0,2368023000.0,3421578000.0,3962761000.0,4355584000.0,4559481000.0,5586369000.0,5984634000.0,7547061000.0,8634652000.0,-291974000.0,-432717000.0,-522042000.0,-830032000.0,12.62,12.74,23.21,,5104604000.0,5982896000.0,6652958000.0,6927504000.0,350158000.0,355766000.0,652984000.0,899101000.0,USD,104958,,,,,,
L3HARRIS TECHNOLOGIES,466,431,328,"['Industries', 'Electronics', 'Technology Hardware and Instruments', 'Communications Equipment', 'Networking Products / Solutions']",220,200,165,46000,2019,,"L3Harris Technologies, Inc.",22740000000.0,20841000000.0,19319000000.0,18624000000.0,22740000000.0,27749000000.0,26367000000.0,24748000000.0,14299000000.0,16119000000.0,15390000000.0,14900000000.0,12856000000.0,18194000000.0,17814000000.0,17062000000.0,1228000000.0,751000000.0,1394000000.0,-250000000.0,8.04,5.23,9.17,,37039000000.0,36960000000.0,34709000000.0,33524000000.0,1333000000.0,1119000000.0,1846000000.0,1062000000.0,USD,46000,,,,,,
SYSCO CORPORATION,487,494,338,"['Consumer Defensive', 'Food Products', 'Food Service', 'Retail', 'Consumer Non Durables']",232,209,167,71000,1969,,Sysco Corporation,2538029000.0,1192878000.0,1587484000.0,1414208000.0,10624661000.0,14061098000.0,12141080000.0,11449191000.0,15428493000.0,21435388000.0,19826055000.0,20712003000.0,60113922000.0,52893310000.0,51297843000.0,68636146000.0,-742855000.0,-756307000.0,-428698000.0,-1878206000.0,3.24,0.42,1.03,2.66,17966522000.0,22628266000.0,21413539000.0,22126211000.0,1674271000.0,215475000.0,524209000.0,1358768000.0,USD,71000,,,,,,
FIDELITY NATIONAL INFORMATION SERVICES,239,209,133,"['Technology', 'Software Products', 'Financial Services', 'Business Services', 'Software and IT']",128,90,74,69000,1968,,"Fidelity National Information Services, Inc.",49456000000.0,49487000000.0,47532000000.0,27406000000.0,66669000000.0,65251000000.0,62172000000.0,41425000000.0,34350000000.0,34355000000.0,35399000000.0,35872000000.0,10333000000.0,12552000000.0,13877000000.0,14528000000.0,-7501000000.0,-914000000.0,-1771000000.0,-373000000.0,0.67,0.26,0.68,-27.68,83806000000.0,83842000000.0,82931000000.0,63278000000.0,298000000.0,158000000.0,417000000.0,-16720000000.0,USD,69000,True,"['Investment Banking', 'Custody Solutions', 'Asset Tokenization']","['fidelity', 'fidelitylabs', 'fidelity-digital-asset-services']","['Fidelity', 'FidelityLabs', 'Fidelity Digital Asset Services']",225,3
ARTHUR J. GALLAGHER,607,731,895,"['Financial Services', 'Insurance']",278,326,356,44000,1927,,Arthur J. Gallagher & Co.,5215500000.0,6232700000.0,8560100000.0,9190200000.0,8971600000.0,10452200000.0,14318600000.0,14706400000.0,14419300000.0,16098700000.0,24784900000.0,29717600000.0,7195000000.0,7003600000.0,8209400000.0,8550600000.0,-1376600000.0,-416800000.0,-3431700000.0,-1004800000.0,3.595815,4.29,4.47,,19634800000.0,22331400000.0,33345000000.0,38907800000.0,668800000.0,818800000.0,906800000.0,1114200000.0,USD,45112,,,,,,
ENPHASE ENERGY,1060,932,3743,"['Technology', 'Electronics', 'Semiconductors', 'Solar Power Devices']",446,347,1170,2821,2006,2012,"Enphase Energy, Inc.",272212000.0,483993000.0,430168000.0,825573000.0,374871000.0,488891000.0,1381762000.0,2025038000.0,441011000.0,716109000.0,1649088000.0,2258707000.0,624333000.0,774425000.0,1382049000.0,2330853000.0,-14788000.0,-25568000.0,-1219547000.0,-371906000.0,1.38,1.07,1.09,2.94,713223000.0,1200102000.0,2079256000.0,3084280000.0,161148000.0,133995000.0,145449000.0,397362000.0,USD,2821,,,,,,
ROSS STORES,556,477,351,"['Consumer Cyclical', 'Retail', 'Consumer Services', 'Apparels and Accessories']",256,171,171,101000,1982,1985,"Ross Stores, Inc.",,3359249000.0,3290640000.0,4060050000.0,,3672140000.0,5738815000.0,6512375000.0,,5989118000.0,9427227000.0,9580206000.0,,16039073000.0,12531565000.0,18916244000.0,,-554966000.0,-405433000.0,-557840000.0,,4.63,0.24,4.9,,9348367000.0,12717867000.0,13640256000.0,,1660928000.0,85382000.0,1722589000.0,USD,101000,,,,,,
