company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,matched_to,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,currency,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
BROADCOM,34.0,56.0,85.0,"['Technology', 'Electronics', 'Semiconductors', 'Processors / Chips', 'Networking Products / Solutions']",23.0,37.0,49.0,20000.0,1991.0,2009.0,Broadcom Inc.,42.523,52.032,50.581,50.54,2.724,2.96,6.736,11.495,6.77,6.6034500000000005,15.66075,27.371401,22.597,23.888,27.45,33.203,54.981,64.136,64.429,61.784,-15.422,-11.109,-0.245,-0.667,67.493,75.933,75.57,73.249,24.97,23.901,24.989,22.709,USD,,,,,,
PEPSICO,42.0,51.0,43.0,"['Consumer Defensive', 'Beverages', 'Food Products', 'FMCG', 'Consumer Non Durables']",28.0,28.0,28.0,315000.0,1898.0,,"PepsiCo, Inc.",63.679,79.366,76.226,74.914,7.314,7.12,7.618,8.91,5.258088,5.14,5.508315,6.45,67.161,70.372,79.474,86.392,43.934,53.824,52.069,52.806,-6.437,-11.619,-3.269,-2.43,78.547,92.918,92.377,92.187,14.868,13.552,16.151,17.273,USD,True,,['pepsico'],['PepsiCo'],8.0,3.0
BANK OF AMERICA CORPORATION,19.0,20.0,15.0,"['Financial Services', 'Banking Services', 'Investment Banking', 'Insurance', 'Credit Cards']",14.0,19.0,11.0,217000.0,1998.0,,Bank of America Corporation,2169.269,2546.703,2899.882,2777.509,27.43,17.894,31.978,27.528,2.77,1.88,3.6,,91.244,85.528,89.113,94.95,505.666,535.858,550.183,549.179,-80.63,-177.665,-313.291,-2.529,2434.079,2819.627,3169.948,3050.706,264.81,272.924,270.066,273.197,USD,True,['Payments & Settlement'],"['bank-of-america', 'bank-of-america-merrill-lynch', 'bank-of-america-blockchain']","['Bank of America', 'Bank of America Merrill Lynch', 'Bank of America Blockchain']",113.0,3.0
COCA-COLA COMPANY,32.0,43.0,31.0,"['Consumer Defensive', 'Beverages', 'Non-Alcoholic Beverages', 'FMCG', 'Consumer Non Durables']",21.0,24.0,21.0,82500.0,1892.0,,The Coca-Cola Company,65.283,66.012,69.494,66.937,8.92,7.747,9.771,9.542,2.09,1.8,2.26,2.2,37.266,33.014,38.655,43.004,46.497,59.424,61.115,60.482,-3.976,-1.477,-2.765,-0.763,86.381,87.296,94.354,92.763,21.098,21.284,24.86,25.826,USD,False,,['the-coca-cola-company'],['The Coca-Cola Company'],22.0,3.0
MERCK & CO,59.0,62.0,32.0,"['Healthcare', 'Pharmaceutical', 'Animal Healthcare Companies', 'Animal Health Medicine', 'Biotechnology']",42.0,26.0,22.0,69000.0,1970.0,,"Merck & Co., Inc.",58.396,66.184,67.437,63.102,9.843,7.067,13.049,14.519,3.876699,2.793031,5.16,,46.84,47.994,48.704,59.283,48.643,50.677,68.874,74.736,-2.629,-9.443,-16.555,-4.96,84.397,91.588,105.694,109.16,26.001,25.404,38.257,46.058,USD,False,,['merck'],['Merck'],3.0,2.0
ABBVIE,46.0,53.0,76.0,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Healthcare Service']",32.0,34.0,43.0,50000.0,2013.0,2012.0,AbbVie Inc.,97.287,137.468,131.093,121.518,7.882,4.616,11.542,11.836,5.3,2.73,6.48,6.6901,33.266,45.804,56.197,58.054,54.803,90.63,79.597,76.389,0.596,-37.557,-2.344,-0.623,89.115,150.565,146.529,138.805,-8.172,13.097,15.436,17.287,USD,False,,['abbvie'],['AbbVie'],0.0,2.0
INGRAM MICRO,139.0,139.0,139.0,"['Logistics', 'Technology']",82.0,80.0,77.0,26037.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN TOWER CORPORATION (REIT),121.0,105.0,112.0,"['Real Estate', 'Cell Towers Infrastructure', 'Infrastructure', 'Consumer Services', 'Property Investments']",71.0,71.0,62.0,6391.0,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDISON INTERNATIONAL,850.0,998.0,579.0,"['Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation', 'Energy']",371.0,327.0,248.0,13388.0,1886.0,,Edison International,48.886,53.423,56.956,60.519,1.405,0.871,0.925,0.824,3.78,1.98,2.0,1.61,12.347,13.578,14.905,17.22,31.167,33.68,40.058,42.646,-4.678,-4.971,-5.151,-5.574,64.382,69.372,74.745,78.041,15.496,15.949,17.789,17.522,USD,,,,,,
ADVANCED MICRO DEVICES (AMD),85.0,104.0,236.0,"['Technology', 'Technology Hardware and Instruments', 'Processors / Chips', 'Semiconductors', 'Electronics']",54.0,62.0,125.0,25000.0,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTOMATIC DATA PROCESSING (ADP),154.0,180.0,164.0,"['Industries', 'Software Products', 'Software and IT', 'Technology', 'Outsourcing and Staffing']",90.0,104.0,91.0,60000.0,1961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['groupe-adp'],['Groupe ADP'],0.0,3.0
PROLOGIS,128.0,159.0,235.0,"['Real Estate', 'Property Investments', 'Investments', 'Consumer Services']",76.0,107.0,124.0,2466.0,1983.0,,"Prologis, Inc.",13.96,19.74,20.744,30.034,1.573,1.482,2.94,3.365,2.48,2.02,3.97,4.28,3.331,4.439,4.759,5.974,34.375,48.649,50.651,77.113,-0.685,-3.074,-1.99,-4.499,40.032,56.065,58.486,87.897,26.072,36.325,37.742,57.863,USD,False,,['prologis-ventures'],['Prologis Ventures'],0.0,3.0
CIGNA CORPORATION,217.0,239.0,153.0,"['Healthcare', 'Insurance', 'Healthcare Service', 'HealthCare Products']",119.0,105.0,85.0,71300.0,1982.0,,The Cigna Group,110.395,105.065,107.705,98.981,5.104,8.458,5.365,6.668,13.58,23.17,15.87,,153.743,160.577,174.272,180.642,77.231,79.866,78.237,72.972,-0.734,2.976,-3.611,3.098,155.774,155.451,154.889,143.932,45.379,50.386,47.184,44.951,USD,,,,,,
BLACKROCK,103.0,97.0,145.0,"['Financial Services', 'Asset Management', 'Investments']",60.0,64.0,81.0,19800.0,1988.0,1999.0,"BlackRock, Inc.",133.693,139.326,113.755,78.843,4.476,4.932,5.901,5.178,28.57524,32.13,38.76,34.31,14.539,16.205,19.374,17.873,38.502,42.547,45.139,44.398,-2.014,-0.254,-1.937,-1.13,168.622,176.982,152.648,117.628,34.929,37.656,38.893,38.785,USD,True,['Asset Management'],"['blackrock', 'blackrock-blockchain', 'blackrock-inc']","['BlackRock', 'BlackRock Blockchain', 'BlackRock Inc.']",117.0,3.0
INTEL CORPORATION,57.0,49.0,26.0,"['Technology', 'Software and IT', 'Technology Hardware and Instruments', 'Processors / Chips', 'Computers Hardware']",40.0,31.0,18.0,131900.0,1968.0,,Intel Corporation,59.02,72.053,73.015,78.817,21.048,20.899,19.868,8.014,4.77,4.98,4.89,1.95,71.965,77.867,79.024,63.054,102.812,114.935,128.901,139.107,-14.405,-20.796,-25.167,-10.477,136.524,153.091,168.406,182.103,77.504,81.038,95.391,103.286,USD,False,,['intel'],['Intel'],33.0,3.0
GILEAD SCIENCES,180.0,175.0,140.0,"['Healthcare', 'Biotechnology', 'Biopharmaceutical', 'Pharmaceutical', 'HealthCare Products']",104.0,109.0,78.0,17000.0,1987.0,1992.0,"Gilead Sciences, Inc.",38.977,50.186,46.888,41.962,5.386,0.123,6.225,4.592,4.24,0.1,4.96,,22.449,24.689,27.305,27.281,22.65,18.221,21.064,21.209,-7.817,-14.615,-3.131,-2.466,61.627,68.407,67.952,63.171,22.65,18.221,21.064,21.209,USD,False,,['gilead'],['Gilead'],0.0,3.0
ALPHABET,4.0,3.0,4.0,"['Technology', 'Internet or Mobile App Based Business', 'Software and IT', 'Software Products', 'Cloud Services']",3.0,4.0,3.0,190234.0,2015.0,2004.0,Alphabet Inc.,74.467,97.072,107.633,109.12,34.343,40.269,76.033,59.972,2.479501,2.957501,5.694003,4.59,161.857,182.527,257.637,282.836,205.996,236.476,266.452,270.845,-29.491,-32.773,-35.523,-20.298,275.909,319.616,359.268,365.264,201.442,222.544,251.635,256.144,USD,False,,['alphabet-inc'],['Alphabet Inc.'],15.0,1.0
MICROSOFT CORPORATION,2.0,2.0,3.0,"['Technology', 'Software and IT', 'Laptops', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Gaming']",2.0,2.0,2.0,220000.0,1975.0,1986.0,Microsoft Corporation,184.226,183.007,191.791,198.298,39.24,44.281,61.271,72.738,5.11,5.82,8.12,9.7,125.843,143.015,168.088,198.27,168.992,177.882,192.062,213.574,-15.773,-12.223,-27.577,-30.311,286.556,301.311,333.779,364.84,102.33,118.304,141.988,166.542,USD,True,"['Infrastructure', 'Tracking & Monitoring', 'Network Infrastructure', 'Identity Management & Verification', 'Cloud Computing']","['microsoft', 'microsoft-blockchain-azure-service']","['Microsoft', 'Microsoft Blockchain Azure Service']",195.0,2.0
APPLE,1.0,1.0,2.0,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware']",1.0,1.0,1.0,164000.0,1976.0,1980.0,Apple Inc.,248.028,258.549,287.912,302.083,55.256,57.411,94.68,99.803,2.9925,3.31,5.67,6.15,260.174,274.515,365.817,394.328,182.295,164.006,172.196,149.631,45.896,-4.289,-14.545,-22.354,338.516,323.888,351.002,352.755,90.488,65.339,63.09,50.672,USD,True,,['apple'],['Apple'],166.0,3.0
AFLAC,490.0,539.0,398.0,"['Financial Services', 'Insurance']",234.0,258.0,184.0,12882.0,1955.0,,Aflac Incorporated,123.809,131.527,124.289,111.598,3.304,4.778,4.325,4.418,4.45,6.69,6.42,6.96,22.307,22.147,22.106,19.14,35.528,33.559,33.253,27.582,-3.171,-4.619,-2.378,-1.54,152.768,165.086,157.542,131.738,28.959,33.559,33.253,20.14,USD,,,,,,
SNOWFLAKE,170.0,176.0,650.0,"['Technology', 'Cloud Services', 'Software and IT']",99.0,98.0,274.0,5884.0,2012.0,2020.0,Snowflake Inc.,,1.557,0.985,1.601,,-0.349,-0.539,-0.68,,-1.462163,-3.81,-2.26,,0.265,0.592,1.219,,-0.545,4.936,5.049,,0.138,-4.037,-0.021,,1.013,5.922,6.65,,-0.545,4.936,5.049,USD,True,,['snowflake-ventures'],['Snowflake Ventures'],0.0,3.0
CONSTELLATION BRANDS,422.0,496.0,422.0,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages', 'Beer', 'Wine']",190.0,178.0,192.0,10000.0,1995.0,,"Constellation Brands, Inc.",,14.849,13.176,13.808,,-0.012,1.998,-0.04,,-0.07,10.44,-0.22,,8.344,8.615,8.821,,23.343,24.012,21.22,,-0.531,-0.088,-1.036,,27.323,27.105,25.856,,12.474,13.929,12.048,USD,,,,,,
NEWMONT CORPORATION,409.0,436.0,399.0,"['Basic Materials', 'Mining', 'Metals', 'Gold Mining', 'Precious Metals']",185.0,158.0,185.0,14600.0,1921.0,,Newmont Corporation,17.557,17.49,18.703,18.949,2.805,2.829,1.166,-0.429,3.82,3.52,1.46,-0.54,9.74,11.497,12.222,11.915,27.558,28.488,27.587,24.925,-1.226,0.091,-1.868,-2.983,39.974,41.369,40.564,38.482,22.417,23.879,21.861,19.533,USD,,,,,,
NUCOR CORPORATION,638.0,607.0,931.0,"['Basic Materials', 'Iron and Steel', 'Metal Fabrication Products', 'Metal Products Manufacturing', 'Mining']",294.0,436.0,369.0,31400.0,1940.0,,Nucor Corporation,7.553,8.894,11.219,12.909,1.271,0.721,6.827,7.607,4.14,2.37,23.23,28.88,22.589,20.14,36.484,41.512,14.649,16.06,18.978,25.028,-1.794,-1.764,-2.874,-5.703,18.345,20.125,25.823,32.479,10.791,11.232,14.604,19.57,USD,,,,,,
FORTINET,368.0,365.0,859.0,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Software and IT Infrastructure']",169.0,320.0,347.0,12595.0,2000.0,2009.0,"Fortinet, Inc.",2.564,3.188,5.121,6.51,0.326,0.488,0.607,0.857,0.382,0.6000000000000001,0.74,,2.156,2.594,3.342,4.417,1.322,0.856,1.77,0.709,-0.502,-0.073,-1.325,0.764,3.886,4.044,5.919,6.228,1.322,0.856,0.798,-0.282,USD,,,,,,
CARRIER GLOBAL,443.0,396.0,,"['Consumer Electronics', 'Heating Equipment', 'Air Conditioners', 'Electronics', 'Building Products and Equipment']",205.0,250.0,,52000.0,1915.0,,Carrier Global Corporation,7.971,18.515,19.078,18.01,2.116,1.982,1.664,3.534,2.442788,2.29,1.92,4.19,18.608,17.456,20.613,20.421,14.102,16.288,16.28,16.46,-0.213,1.106,-0.692,1.745,22.406,25.093,26.172,26.086,14.435,6.578,7.094,8.076,USD,,,,,,
OLD DOMINION FREIGHT LINE,533.0,634.0,1027.0,"['Industries', 'Transportation', 'Freight Transport']",246.0,339.0,405.0,23471.0,1934.0,1991.0,"Old Dominion Freight Line, Inc.",0.915,1.043,1.142,1.186,0.616,0.673,1.034,1.377,5.113333,5.71,8.94,,4.109,4.015,5.256,6.26,3.126,3.426,3.78,3.733,-0.474,-0.552,-0.455,-0.547,3.996,4.369,4.822,4.839,3.081,3.326,3.68,3.653,USD,,,,,,
MICROCHIP TECHNOLOGY,436.0,468.0,613.0,"['Technology', 'Semiconductors', 'Technology Hardware and Instruments', 'Electronics']",200.0,214.0,259.0,21000.0,1989.0,1993.0,Microchip Technology Incorporated,,11.841,11.142,10.305,,0.571,0.349,1.286,,1.19,0.67,2.33,,5.274,5.438,6.821,,14.459,12.918,13.582,,-0.133,-0.173,-0.478,,17.426,16.479,16.2,,5.586,5.337,5.895,USD,,,,,,
BLOOMBERG LP,554.0,554.0,554.0,"['Media', 'Internet or Mobile App Based Business', 'Analytics', 'Technology']",254.0,249.0,238.0,24315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,"['bloomberg', 'bloomberg-beta']","['Bloomberg', 'Bloomberg Beta']",371.0,1.0
BROWN-FORMAN CORPORATION,659.0,652.0,490.0,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages', 'Wine']",303.0,218.0,212.0,5200.0,1870.0,,Brown-Forman Corporation,,3.801,3.866,3.636,,0.827,0.903,0.838,,1.73,1.89,1.75,,3.363,3.461,3.933,,4.244,5.01,4.756,,-0.141,0.098,-0.127,,5.776,6.522,6.373,,1.975,2.656,2.737,USD,,,,,,
LENNAR CORPORATION,676.0,657.0,915.0,"['Consumer Cyclical', 'Construction', 'Real Estate', 'Property Investments', 'Construction']",310.0,333.0,364.0,12012.0,1954.0,,Lennar Corporation,13.326,11.836,12.211,13.744,1.849,2.465,4.43,4.614,5.76,7.88,14.28,15.74,22.26,22.489,27.131,33.671,25.523,23.951,25.469,28.148,0.02,-0.28,-0.105,-0.128,29.36,29.935,33.208,37.984,16.034,18.099,20.996,24.24,USD,,,,,,
GENUINE PARTS COMPANY,1049.0,1216.0,1008.0,"['Consumer Cyclical', 'Automobile', 'Automobile Parts', 'Retail', 'Capital Goods']",440.0,481.0,396.0,58000.0,1925.0,,Genuine Parts Company,10.95,10.222,10.849,12.691,0.621,-0.029,0.899,1.183,4.26,-0.2,6.27,8.36,17.522,16.537,18.871,22.096,6.477,5.721,5.9,6.867,-0.563,0.172,-0.506,-1.684,14.646,13.44,14.352,16.495,3.696,3.218,3.503,3.804,USD,,,,,,
DIAMONDBACK ENERGY,950.0,1488.0,1026.0,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum']",405.0,730.0,404.0,972.0,2007.0,2012.0,"Diamondback Energy, Inc.",8.625,7.815,9.653,10.519,0.24,-4.517,2.182,4.386,1.47,-28.59,12.24,24.61,3.964,2.813,6.797,9.643,18.62,14.418,18.73,21.247,-3.888,-2.101,-1.539,-3.33,23.531,17.619,22.898,26.209,14.906,9.804,13.245,15.69,USD,,,,,,
HORMEL FOODS CORPORATION,770.0,877.0,658.0,"['Consumer Defensive', 'Food Products', 'Meat / Poultry / Fish / Chicken', 'Dairy Products', 'Consumer Non Durables']",341.0,307.0,279.0,20000.0,1891.0,,Hormel Foods Corporation,2.183,3.478,5.718,5.767,0.979,0.908,0.909,1.0,1.83,1.69,1.6800000000000002,1.84,9.497,9.608,11.386,12.459,6.176,7.475,10.294,10.831,0.22,-0.656,-3.626,-0.258,8.109,9.908,12.696,13.307,5.926,6.43,6.978,7.54,USD,,,,,,
DTE ENERGY COMPANY,900.0,936.0,627.0,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Energy']",384.0,330.0,269.0,10250.0,1903.0,,DTE Energy Company,30.046,32.907,31.006,32.282,1.169,1.368,0.907,1.083,6.32,7.09,4.68,,12.669,12.177,14.964,19.228,27.596,31.402,23.217,27.259,-5.732,-4.07,-3.863,-3.431,41.882,45.496,39.719,42.683,11.836,12.589,8.713,10.401,USD,,,,,,
DATADOG,444.0,472.0,1369.0,"['Technology', 'Software and IT', 'Cloud Services']",207.0,269.0,507.0,4800.0,2010.0,,"Datadog, Inc.",0.256,0.933,1.34,1.594,-0.017,-0.025,-0.021,-0.05,-0.12,-0.08,-0.07,-0.16,0.363,0.603,1.029,1.675,0.782,1.533,1.777,2.149,-0.202,-1.153,-0.274,-0.385,1.038,1.89,2.381,3.005,0.782,0.957,1.041,1.411,USD,,,,,,
EQUIFAX,640.0,645.0,932.0,"['Industries', 'Consumer Services', 'Business Services', 'Financial Services', 'Software and IT']",295.0,331.0,370.0,14000.0,1899.0,,Equifax Inc.,5.286,6.402,7.44,7.575,-0.399,0.52,0.744,0.696,-3.3,4.28,6.11,,3.508,4.128,4.924,5.122,5.958,6.446,8.055,8.777,-0.698,-0.493,-3.398,-0.96,7.909,9.612,11.041,11.548,2.623,3.21,3.601,3.973,USD,True,,['equifax'],['Equifax'],3.0,3.0
SIRIUS XM HOLDINGS,847.0,857.0,484.0,"['Communication Services', 'Radio Broadcasting', 'Broadcasting', 'Media', 'Advertising']",369.0,292.0,209.0,5869.0,2008.0,,Sirius XM Holdings Inc.,11.885,12.618,12.899,13.373,0.914,0.131,1.314,1.213,0.2,0.03,0.32,0.31,7.794,8.04,8.696,9.003,7.106,6.214,6.207,5.905,-0.003,-0.741,-0.2,-0.548,11.149,10.333,10.274,10.022,-0.736,-2.285,-2.625,-3.351,USD,,,,,,
THE TRADE DESK,539.0,532.0,1281.0,"['Technology', 'Software and IT', 'Advertising', 'Software Products', 'Artificial Intelligence']",250.0,212.0,484.0,2770.0,2009.0,2016.0,"The Trade Desk, Inc.",1.116,1.74,2.05,2.265,0.108,0.242,0.138,0.053,0.24,0.52,0.29,0.11,0.661,0.836,1.196,1.578,0.613,1.013,1.527,2.115,-0.164,-0.143,-0.094,-0.304,1.729,2.754,3.577,4.381,0.613,1.013,1.527,2.115,USD,,,,,,
FIFTH THIRD BANCORP,621.0,810.0,744.0,"['Financial Services', 'Banking Services']",286.0,372.0,313.0,19319.0,1858.0,,Fifth Third Bancorp,148.166,181.569,188.906,190.125,2.512,1.427,2.77,2.446,3.38,1.84,3.78,3.38,8.203,7.491,7.799,8.295,36.173,38.084,34.031,31.041,-0.797,-31.902,-7.968,-4.871,169.369,204.68,211.116,207.452,21.203,23.111,22.21,17.327,USD,,,,,,
WARNER BROS. DISCOVERY INC,1348.0,1505.0,948.0,"['Communication Services', 'Media', 'Consumer Services', 'Television Services', 'Advertising']",532.0,505.0,375.0,11000.0,1985.0,,"Warner Bros. Discovery, Inc.",21.769,21.704,21.031,85.334,2.069,1.219,1.006,-7.371,2.9,1.82,1.55,-3.82,11.144,10.671,12.191,33.817,24.701,25.533,26.019,95.729,-0.438,-0.703,-0.056,3.524,33.735,34.087,34.427,134.001,11.966,12.383,13.396,48.667,USD,,,,,,
SLACK TECHNOLOGIES,750.0,804.0,1225.0,"['Technology', 'Software and IT', 'Software Products']",333.0,315.0,471.0,2545.0,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['slack-technologies'],['Slack Technologies'],0.0,3.0
MERCADONA,742.0,742.0,742.0,"['Retail', 'Super Markets']",328.0,313.0,312.0,93300.0,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUITY RESIDENTIAL,617.0,687.0,518.0,"['Real Estate', 'Property Investments', 'Investments', 'Consumer Services']",283.0,348.0,224.0,2400.0,1969.0,,Equity Residential,10.165,9.184,9.483,8.517,0.97,0.914,1.333,0.777,2.61,2.45,3.56,2.06,2.701,2.572,2.464,2.735,18.335,18.155,18.981,18.469,-0.772,0.664,-0.435,0.108,21.173,20.287,21.169,20.218,11.008,11.102,11.686,11.701,USD,,,,,,
MCCORMICK & COMPANY,824.0,947.0,712.0,"['Consumer Defensive', 'Food Products', 'FMCG', 'Consumer Non Durables', 'Package Foods']",362.0,302.0,303.0,14000.0,1889.0,,"McCormick & Company, Incorporated",6.905,8.15,8.48,8.426,0.703,0.747,0.755,0.682,2.65,2.8,2.83,2.54,5.347,5.601,6.318,6.35,7.07,7.68,8.384,8.323,-0.171,-1.026,-0.909,-0.146,10.362,12.09,12.906,13.125,3.457,3.94,4.426,4.699,USD,,,,,,
FORTIVE CORPORATION,819.0,819.0,607.0,"['Technology', 'Technology Hardware and Instruments', 'Software and IT', 'Software Products', 'Automation']",360.0,325.0,257.0,18000.0,2016.0,2016.0,Fortive Corporation,10.039,7.079,6.948,6.202,0.739,1.613,0.608,0.755,1.99,4.58,1.64,2.12,7.32,4.634,5.255,5.826,12.215,11.794,11.32,11.935,-4.055,-0.148,-2.616,-0.102,17.439,16.052,16.466,15.891,7.4,8.973,9.517,9.689,USD,,,,,,
AVALONBAY COMMUNITIES,598.0,676.0,528.0,"['Real Estate', 'Property Investments', 'Investments', 'Construction', 'Consumer Services']",274.0,345.0,227.0,2947.0,1978.0,,"AvalonBay Communities, Inc.",8.128,8.444,8.966,9.202,0.786,0.828,1.004,1.137,5.64,5.89,7.19,,2.325,2.301,2.295,2.593,18.286,18.317,19.037,19.57,-1.194,-0.179,-0.624,-0.56,19.121,19.199,19.902,20.458,10.993,10.755,10.936,11.256,USD,,,,,,
TRACTOR SUPPLY COMPANY,814.0,990.0,1380.0,"['Consumer Cyclical', 'eCommerce', 'Retail', 'Consumer Services', 'Agriculture Machinery']",358.0,426.0,512.0,49000.0,1938.0,1994.0,Tractor Supply Company,3.722,5.125,5.765,6.448,0.562,0.749,0.997,1.089,4.7,6.44,8.69,9.78,8.352,10.62,12.731,14.205,1.934,2.908,2.989,3.206,-0.215,-0.292,-0.627,-1.094,5.289,7.049,7.767,8.49,1.567,1.924,2.003,2.042,USD,,,,,,
FIRSTENERGY,887.0,1035.0,596.0,"['Utilities', 'Electricity Generation', 'Power Generation', 'Energy', 'Electric Utilities']",380.0,423.0,253.0,12335.0,1997.0,,FirstEnergy Corp.,35.326,37.227,36.757,35.465,0.912,1.079,1.283,0.406,1.7000000000000002,1.99,2.35,0.71,11.035,10.79,11.132,12.459,26.593,29.368,30.923,31.369,-2.873,-2.908,-2.559,-3.076,42.301,44.464,45.432,46.108,6.975,7.237,8.675,10.643,USD,,,,,,
CDW CORPORATION,775.0,786.0,787.0,"['Technology', 'Software and IT', 'Software Products', 'Consumer Services']",343.0,384.0,327.0,9900.0,1984.0,2013.0,CDW Corporation,7.039,8.048,12.494,11.528,0.737,0.788,0.989,1.114,5.08,5.53,7.14,,18.032,18.468,20.821,23.749,4.244,5.153,7.462,7.47,-0.331,-0.201,-2.77,-0.164,7.999,9.345,13.199,13.132,0.96,1.297,0.706,1.603,USD,,,,,,
ALEXANDRIA REAL ESTATE EQUITIES,620.0,686.0,876.0,"['Real Estate', 'Property Investments', 'Investments', 'Commercial Properties', 'Consumer Services']",285.0,322.0,351.0,593.0,1994.0,,"Alexandria Real Estate Equities, Inc.",8.224,9.384,11.186,12.84,0.363,0.771,0.571,0.522,3.13,6.03,3.83,3.18,1.531,1.886,2.114,2.589,15.259,19.189,24.711,29.132,-3.641,-3.278,-7.107,-5.08,18.391,22.828,30.219,35.523,10.166,13.444,19.033,22.683,USD,True,,['alexandria-venture-investments'],['Alexandria Venture Investments'],0.0,3.0
HARTFORD FINANCIAL SERVICES GROUP,856.0,934.0,736.0,"['Financial Services', 'Insurance', 'Investments']",374.0,401.0,311.0,18800.0,1810.0,,"The Hartford Financial Services Group, Inc.",54.547,55.555,58.735,59.391,2.085,1.737,2.365,1.815,5.72,4.79,6.71,5.52,20.74,20.523,22.39,22.362,20.618,22.908,22.787,17.988,-2.148,-2.066,-2.466,-1.277,70.817,74.111,76.578,73.022,16.27,18.556,17.843,13.631,USD,,,,,,
CBRE GROUP,592.0,665.0,783.0,"['Real Estate', 'Financial Services', 'Commercial Properties', 'Investments', 'Property Investments']",272.0,360.0,326.0,115000.0,1906.0,,"CBRE Group, Inc.",9.924,10.919,12.714,11.908,1.282,0.752,1.837,1.407,3.82,2.24,5.48,4.36,23.894,23.826,27.746,30.828,8.001,8.465,10.099,9.41,-0.721,-0.342,-1.281,-0.832,16.197,18.039,22.073,20.513,6.273,7.12,9.359,8.606,USD,,,,,,
UNITED RENTALS,888.0,850.0,1239.0,"['Industries', 'Rent / Lease Services', 'B2B Services']",381.0,416.0,473.0,24700.0,1997.0,1997.0,"United Rentals, Inc.",15.14,13.323,14.301,17.121,1.174,0.89,1.386,2.105,15.187581,12.242091,19.143646,,9.351,8.53,9.716,11.642,14.261,13.523,14.77,18.271,-1.71,-0.223,-3.611,-5.016,18.97,17.868,20.292,24.183,3.83,4.545,5.991,7.062,USD,,,,,,
KELLOGG COMPANY,923.0,1017.0,667.0,"['Consumer Defensive', 'Food Products', 'FMCG', 'Consumer Non Durables', 'Package Foods']",392.0,358.0,284.0,30000.0,1906.0,,Kellogg Company,14.25,14.36,13.963,14.121,0.96,1.251,1.488,0.96,2.81,3.65,4.36,,13.578,13.77,14.181,15.315,9.942,9.858,9.982,9.258,0.774,-0.585,-0.528,-0.448,17.564,17.996,18.178,18.496,3.314,3.636,4.215,4.375,USD,False,,['the-kellogg-company'],['The Kellogg Company'],0.0,3.0
HEICO CORPORATION,1091.0,1307.0,1112.0,"['Industries', 'Electronics', 'Aerospace and Defense', 'Medical Equipment', 'Aerospace Products']",458.0,421.0,431.0,6500.0,1957.0,,HEICO Corporation,1.275,1.537,1.201,1.12,0.328,0.314,0.304,0.352,2.45,2.33,2.25,2.59,2.056,1.787,1.866,2.208,2.256,2.749,2.532,2.937,-0.281,-0.199,-0.183,-0.396,2.969,3.548,3.498,4.095,1.695,2.011,2.297,2.976,USD,,,,,,
T. ROWE PRICE GROUP,451.0,386.0,535.0,"['Financial Services', 'Asset Management', 'Investments']",211.0,234.0,230.0,7868.0,1937.0,1986.0,"T. Rowe Price Group, Inc.",1.107,1.39,2.255,1.956,2.131,2.373,3.083,1.558,8.82,10.08,13.25,6.73,5.618,6.207,7.672,6.488,7.102,7.707,9.023,8.84,-0.324,-0.036,-1.098,-0.042,9.33,10.659,12.517,11.643,8.223,9.269,10.261,9.687,USD,False,,['t-rowe-price'],['T. Rowe Price'],0.0,3.0
